 4.992675781250000e+01 -4.169240035894206e-02 -1.008791920924827e-01  6.115407558402476e-02
 4.991455078125000e+01 -2.792811372368731e-02 -8.196952781006504e-02  5.944483465080858e-02
 4.990234375000000e+01 -1.296050263931949e-02 -9.433685455048349e-02  5.620287978354864e-02
 4.989013671875000e+01  2.415666951589090e-02 -7.369986291208769e-02  5.588143199171821e-02
 4.987792968750000e+01  5.878621053465327e-02 -4.056649463165309e-02  5.519249015537532e-02
 4.986572265625000e+01 -4.198435303962879e-02 -5.108012880174977e-02  5.474960826301660e-02
 4.985351562500000e+01  6.215283230002582e-02 -6.529948219927064e-02  5.595049170036356e-02
 4.984130859375000e+01  1.154833220779907e-01 -6.256733145669296e-02  5.621504674286270e-02
 4.982910156250000e+01  4.177225322022809e-02  1.770425704359503e-02  5.180876958040882e-02
 4.981689453125000e+01  3.077965271225318e-02  1.655815880416980e-01  5.845726517795491e-02
 4.980468750000000e+01  6.073035982009623e-02  2.019727853474752e-02  6.771760385719477e-02
 4.979248046875000e+01  4.367909799145963e-02 -9.389344576101883e-02  7.177451129216326e-02
 4.978027343750000e+01  3.754490518524770e-02 -5.427365388802466e-02  6.766412927628241e-02
 4.976806640625000e+01 -1.569990142286734e-02  6.746066012983708e-03  6.108478483440150e-02
 4.975585937500000e+01 -4.014348685196896e-04 -7.784091520009310e-03  5.699667303000679e-02
 4.974365234375000e+01  5.079969854163535e-02 -7.755100883397540e-03  5.912673734264809e-02
 4.973144531250000e+01  6.894716482586339e-02  1.972980021362837e-02  6.585310970190815e-02
 4.971923828125000e+01  9.917909755425273e-02  1.222940049319310e-01  5.863440588148014e-02
 4.970703125000000e+01  3.917143877557515e-02  1.111762440037929e-01  5.732704161477174e-02
 4.969482421875000e+01  6.376712449079259e-02  9.631660723772162e-02  5.826359560757327e-02
 4.968261718750000e+01  1.188942664560942e-01 -3.955033497123394e-02  5.887682577315186e-02
 4.967041015625000e+01  9.942309371411321e-02 -6.483568210829400e-02  6.331561085618743e-02
 4.965820312500000e+01  1.336072437480463e-01 -8.397428147668099e-02  6.496996215748743e-02
 4.964599609375000e+01 -2.993552841330962e-02 -1.060330616167337e-01  5.404898957019357e-02
 4.963378906250000e+01 -7.358986058018270e-02 -5.674238660411295e-02  5.039319110989315e-02
 4.962158203125000e+01 -1.124490900803583e-02  1.012634377935257e-02  5.481233277052463e-02
 4.960937500000000e+01  1.799575407441856e-02  3.101654636882720e-02  5.467011490549980e-02
 4.959716796875000e+01 -1.902195124786802e-02 -6.152705054573263e-03  4.996694665753904e-02
 4.958496093750000e+01  6.828445397950281e-02 -5.029064133273564e-02  5.597542339888191e-02
 4.957275390625000e+01 -1.672464767207648e-02 -8.024481916113482e-02  7.182900011948823e-02
 4.956054687500000e+01 -1.672269146585993e-02 -9.367781918483509e-02  7.090659981668320e-02
 4.954833984375000e+01  2.066914977041103e-02  3.731709547567523e-02  4.977770271636452e-02
 4.953613281250000e+01 -4.533657852895685e-03  1.244497834609029e-01  5.309844668669965e-02
 4.952392578125000e+01  3.177011955902535e-02  1.244368893986828e-01  5.110739158155435e-02
 4.951171875000000e+01  4.421942481882377e-02  6.476640977455872e-02  5.105647712185634e-02
 4.949951171875000e+01 -1.953075965329229e-02  8.139339385177962e-02  5.353910306989007e-02
 4.948730468750000e+01 -2.134020220886730e-03 -8.340007226320428e-03  5.291416983635602e-02
 4.947509765625000e+01  2.811904890660241e-02 -6.333039141768433e-02  5.077257629993026e-02
 4.946289062500000e+01  1.563443989384830e-02 -1.349854555115349e-02  5.179105526693228e-02
 4.945068359375000e+01  8.184740369685121e-02  4.800670513536137e-02  6.286900198114746e-02
 4.943847656250000e+01 -8.169223222457515e-02  8.610268651249421e-02  7.642019504735336e-02
 4.942626953125000e+01 -6.070735645250057e-02  7.034772440265634e-02  6.871504206498214e-02
 4.941406250000000e+01  9.964017710616360e-02  5.485657123984586e-02  5.664734109660980e-02
 4.940185546875000e+01  6.890185189318367e-02  5.658861677499695e-04  5.830264750960151e-02
 4.938964843750000e+01 -3.117550785317110e-02  2.211664071125945e-02  5.752901940770720e-02
 4.937744140625000e+01 -8.400654470715023e-02  5.633852402408832e-02  5.065401711832442e-02
 4.936523437500000e+01 -6.717315349422825e-02 -3.833195029659567e-03  5.775732854482805e-02
 4.935302734375000e+01 -6.745442477704731e-02 -5.875424424128167e-02  6.310861803735106e-02
 4.934082031250000e+01 -2.300016639088857e-02 -8.959557417825514e-02  6.244186903972736e-02
 4.932861328125000e+01 -1.089979881874277e-03 -1.125546135459161e-01  5.506624907576885e-02
 4.931640625000000e+01 -2.206523085716434e-02 -2.211884495682005e-02  4.955457083258335e-02
 4.930419921875000e+01 -9.113738980118444e-03 -6.457492904802872e-02  5.134682742288143e-02
 4.929199218750000e+01  8.210164495024308e-03  6.983158924236717e-02  5.646643455313927e-02
 4.927978515625000e+01  6.525609634178213e-02  1.419460829462989e-01  5.668042129690562e-02
 4.926757812500000e+01  1.076518668281298e-01  7.185587552910370e-02  4.965661407063560e-02
 4.925537109375000e+01 -3.192251938550618e-02 -7.883644780677556e-02  4.802525891989223e-02
 4.924316406250000e+01  4.226508625704218e-02 -1.754415538345835e-02  4.872704414989625e-02
 4.923095703125000e+01  5.467008749949459e-02  1.015228025367758e-02  6.066534070319261e-02
 4.921875000000000e+01 -1.123427233009778e-02  2.692539817256751e-02  7.193325719852970e-02
 4.920654296875000e+01 -3.194476360342462e-02 -2.158854052676468e-02  6.918289740040637e-02
 4.919433593750000e+01 -3.763833106138558e-02 -1.106247549080271e-01  6.114208014698628e-02
 4.918212890625000e+01  9.640586245997724e-02  3.965753951118748e-02  5.319543188991880e-02
 4.916992187500000e+01 -3.534869234660919e-02  5.851523054102861e-02  5.821055429286406e-02
 4.915771484375000e+01 -1.026752152938765e-01  4.952484570671320e-02  5.785539428802458e-02
 4.914550781250000e+01 -6.619852177485878e-02  1.524192057998061e-01  5.306695157986733e-02
 4.913330078125000e+01 -3.171871145107828e-02  2.225954477451407e-02  4.821171705763464e-02
 4.912109375000000e+01 -1.255498224257865e-01 -1.238790086447155e-01  5.087239070039941e-02
 4.910888671875000e+01 -1.009431569026609e-01 -3.542655803328818e-02  5.349434344619715e-02
 4.909667968750000e+01 -9.964560897712532e-02 -5.363620133888399e-02  5.319691827617787e-02
