 4.992675781250000e+01  7.187737786534411e-02  1.120820560246248e-01  5.173439797383751e-02
 4.991455078125000e+01 -3.828251020502661e-02  5.611323857904077e-02  4.701339742529904e-02
 4.990234375000000e+01 -7.083626988709494e-03 -1.936084201811562e-02  5.048462932356254e-02
 4.989013671875000e+01 -3.018445685585235e-03 -3.233078566548599e-02  5.896437045720268e-02
 4.987792968750000e+01 -2.592793094622104e-02  4.256256201583104e-03  5.472110448832042e-02
 4.986572265625000e+01  1.922057637236230e-02  6.792512591391292e-02  4.700771905951081e-02
 4.985351562500000e+01 -7.900647508000626e-03 -2.263583572211641e-02  5.403686964117017e-02
 4.984130859375000e+01 -1.039562470710235e-01  2.587730367562444e-02  5.902605645365849e-02
 4.982910156250000e+01 -3.331071010096362e-02 -3.322433292929873e-02  5.725449939498412e-02
 4.981689453125000e+01  4.525193465533984e-02  3.677799604621940e-03  5.268159905156085e-02
