Freq,Coherency,Imaginary,Norm,
6.103515625000000e-03,6.842126716294281e-01,-1.128923208345108e-03
1.220703125000000e-02,6.036209030626966e-01,-7.047920333895986e-04
1.831054687500000e-02,5.589675715150191e-01,3.414173557336676e-03
2.441406250000000e-02,6.292242257178019e-01,1.902581480320605e-03
3.051757812500000e-02,5.207633652325437e-01,7.000306768701018e-03
3.662109375000000e-02,3.359551040040761e-01,1.291732052316182e-02
4.272460937500000e-02,3.378424605522131e-01,3.483787819045267e-02
4.882812500000000e-02,2.944313749234271e-01,-5.855523329166684e-03
5.493164062500000e-02,3.172677791424579e-01,-2.298241235993430e-03
6.103515625000000e-02,2.782378589842253e-01,1.535182689383464e-02
6.713867187500000e-02,4.148906929320264e-01,-7.298705334608265e-04
7.324218750000000e-02,4.501823060736794e-01,1.680647012147191e-02
7.934570312500000e-02,7.512016487492176e-01,-9.055721867069064e-03
8.544921875000000e-02,6.471937230657211e-01,2.139086402652436e-03
9.155273437500000e-02,8.608259846531194e-01,-1.891279850852613e-02
9.765625000000000e-02,8.758208170730136e-01,-1.714331117118342e-02
1.037597656250000e-01,8.074366508702268e-01,-2.864910826823130e-03
1.098632812500000e-01,8.489165518365029e-01,-1.226056436640940e-02
1.159667968750000e-01,7.172959553969041e-01,-7.009096839912076e-03
1.220703125000000e-01,7.773642748262372e-01,-1.072408466786639e-02
1.281738281250000e-01,8.081974303200173e-01,1.797133950287492e-02
1.342773437500000e-01,8.117107622528854e-01,5.113800592207595e-03
1.403808593750000e-01,8.493541265428503e-01,2.145095871531467e-03
1.464843750000000e-01,8.500665821451952e-01,1.216883045098553e-02
1.525878906250000e-01,8.632204818813161e-01,2.432344995422288e-03
1.586914062500000e-01,8.181248235231844e-01,-9.445344623460472e-03
1.647949218750000e-01,8.997705667004858e-01,-5.061976072957270e-03
1.708984375000000e-01,8.632521046913649e-01,2.787136377785178e-02
1.770019531250000e-01,8.455615650191067e-01,-8.201576698395535e-03
1.831054687500000e-01,8.460079705406165e-01,4.413340400772873e-03
1.892089843750000e-01,8.950350033869513e-01,7.045217920735311e-05
1.953125000000000e-01,8.483906176868656e-01,-9.707951896659648e-03
2.014160156250000e-01,7.816462581550973e-01,1.165725363590520e-02
2.075195312500000e-01,7.627451847077994e-01,1.294609186509406e-02
2.136230468750000e-01,8.511570543997318e-01,2.610621288450881e-03
2.197265625000000e-01,8.771357804310774e-01,4.181286147734457e-03
2.258300781250000e-01,8.283007435353569e-01,5.995893288347091e-03
2.319335937500000e-01,8.221898452183739e-01,1.171028823729532e-02
2.380371093750000e-01,8.198848362666564e-01,3.469498554104129e-03
2.441406250000000e-01,7.695368029986742e-01,-2.286048735285700e-02
2.502441406250000e-01,7.685027113192927e-01,-5.615075757573933e-03
2.563476562500000e-01,8.208683445127801e-01,-2.396586988017200e-03
2.624511718750000e-01,8.420452991422216e-01,-5.045844615790082e-03
2.685546875000000e-01,7.938440385019668e-01,-1.321036866585812e-02
2.746582031250000e-01,7.542647098360815e-01,-4.259107452874846e-02
2.807617187500000e-01,7.537337943332310e-01,-2.046950529776382e-03
2.868652343750000e-01,6.935873007447722e-01,-1.845863569824034e-03
2.929687500000000e-01,7.740032721938397e-01,-1.694158749348904e-03
2.990722656250000e-01,7.509192793534229e-01,-2.413243036216759e-03
3.051757812500000e-01,7.752335812905478e-01,6.116025678146376e-03
3.112792968750000e-01,7.634801070777919e-01,2.277588042859364e-03
3.173828125000000e-01,6.971293272501110e-01,-5.908394462478319e-05
3.234863281250000e-01,6.752051990201226e-01,1.591893352786407e-02
3.295898437500000e-01,7.593410601126210e-01,-1.519427732549716e-02
3.356933593750000e-01,7.465748280840599e-01,-1.770927392255480e-02
3.417968750000000e-01,7.187546911315456e-01,-3.110557964811422e-04
3.479003906250000e-01,6.936282015281433e-01,-1.427467997743355e-02
3.540039062500000e-01,5.748507949721118e-01,1.220412262719255e-02
3.601074218750000e-01,6.189193851748108e-01,-1.974586108722755e-02
3.662109375000000e-01,6.796828289241028e-01,-7.538401809232976e-03
3.723144531250000e-01,6.561449798769729e-01,-5.071963144419718e-02
3.784179687500000e-01,6.197869074069036e-01,-3.024684306243512e-02
3.845214843750000e-01,6.748422075034915e-01,8.224988528453893e-03
3.906250000000000e-01,6.185226931854715e-01,2.064420141779452e-03
3.967285156250000e-01,6.546123655572143e-01,3.661925849075854e-02
4.028320312500000e-01,6.729253102326076e-01,1.284147964853497e-02
4.089355468750000e-01,6.912978100484265e-01,4.124638743664728e-02
4.150390625000000e-01,6.943053554794362e-01,8.169625466668319e-03
4.211425781250000e-01,5.424028606377758e-01,-6.216319736819983e-02
4.272460937500000e-01,5.706568297660689e-01,-1.051202904259354e-03
4.333496093750000e-01,6.710807405347703e-01,1.018528658408039e-02
4.394531250000000e-01,6.499868871839351e-01,6.898504139091018e-02
4.455566406250000e-01,5.878631174968983e-01,9.905736164005823e-03
4.516601562500000e-01,6.230669826925496e-01,-5.928053472293647e-03
4.577636718750000e-01,6.489052708693891e-01,3.152898774155165e-02
4.638671875000000e-01,6.343730655913241e-01,8.351778908523840e-03
4.699707031250000e-01,7.144150086361809e-01,1.287468833662167e-02
4.760742187500000e-01,6.371435102909218e-01,-2.755996161610187e-02
4.821777343750000e-01,6.104968163213804e-01,-2.096480104131473e-02
4.882812500000000e-01,5.487490599465733e-01,-1.368742138878628e-02
4.943847656250000e-01,5.533760546647600e-01,3.708898483850780e-02
5.004882812500000e-01,6.530463011972856e-01,-1.446813815484120e-02
5.065917968750000e-01,6.055245050236806e-01,-3.419537096836078e-02
5.126953125000000e-01,6.542707095541123e-01,-2.180858449411365e-02
5.187988281250000e-01,6.573675520334600e-01,4.303338173987616e-04
5.249023437500000e-01,6.429174266244113e-01,-9.907505555204552e-03
