Freq, Coherency
49.91455078125,-0.005888803215400212
49.90234375,-0.007259450908842133
49.89013671875,-0.008629372756582583
49.8779296875,-0.009997823964618941
49.86572265625,-0.011365693631453495
49.853515625,-0.012732236756528298
49.84130859375,-0.014096827067178219
49.8291015625,-0.015460543523353736
49.81689453125,-0.016821366495847853
49.8046875,-0.018180065825520033
49.79248046875,-0.019537097715693473
49.7802734375,-0.020891490397897602
49.76806640625,-0.022243046017570402
49.755859375,-0.023591797218865427
49.74365234375,-0.02493743067947418
49.7314453125,-0.026279215655430573
49.71923828125,-0.02761802332890682
49.70703125,-0.028952592096936555
49.69482421875,-0.030283788355229616
49.6826171875,-0.031610884711252625
49.67041015625,-0.032933160846704446
49.658203125,-0.03425147502399163
49.64599609375,-0.035565106364581364
49.6337890625,-0.03687386176594516
49.62158203125,-0.03817703115618451
49.609375,-0.039475460189495236
49.59716796875,-0.04076843815320599
49.5849609375,-0.042055774772608245
49.57275390625,-0.04333728055017319
49.560546875,-0.044612645989094896
49.54833984375,-0.04588192543654209
49.5361328125,-0.04714430937014774
49.52392578125,-0.04840111509318371
49.51171875,-0.04965015823994719
49.49951171875,-0.05089275000642636
49.4873046875,-0.0521282086251081
49.47509765625,-0.05335586467472697
49.462890625,-0.05457651417732472
49.45068359375,-0.055789109041147214
49.4384765625,-0.056994603520996875
49.42626953125,-0.05819121155670897
49.4140625,-0.05938008661115286
49.40185546875,-0.060560575069320485
49.3896484375,-0.06173203784166052
49.37744140625,-0.06289523412073415
49.365234375,-0.0640495238161794
49.35302734375,-0.06519428226725116
49.3408203125,-0.06633025118283983
49.32861328125,-0.0674568048487471
49.31640625,-0.06857333386494263
49.30419921875,-0.06968056146816812
49.2919921875,-0.07077787715364675
49.27978515625,-0.07186511812486215
49.267578125,-0.07294212301651917
49.25537109375,-0.07400864130120291
49.2431640625,-0.07506445808105809
49.23095703125,-0.07610971579473416
49.21875,-0.07714387499752196
49.20654296875,-0.07816733864938744
49.1943359375,-0.07917954357096432
49.18212890625,-0.0801802009524009
49.169921875,-0.08116970039355437
49.15771484375,-0.08214749692110171
49.1455078125,-0.0831135297712828
49.13330078125,-0.08406743956069548
49.12109375,-0.08500959726593534
49.10888671875,-0.08593956219474064
49.0966796875,-0.08685719542836319
49.08447265625,-0.08776235981470452
49.072265625,-0.08865456741087062
49.06005859375,-0.08953439490901909
49.0478515625,-0.09040135295887347
