Freq,Coherency,Imaginary,Norm,
4.992675781250000e+01,-2.350639510647035e-02,2.690116182237284e-02,5.999338878242114e-02
4.991455078125000e+01,3.205586576965609e-02,3.694059226142703e-02,5.494420564520972e-02
4.990234375000000e+01,6.292896786767000e-02,-5.637289897122872e-02,6.225889325834060e-02
4.989013671875000e+01,-2.575591027072947e-02,-1.138002379235309e-01,6.346881824914721e-02
4.987792968750000e+01,4.988374072928798e-02,-4.837559797271770e-02,6.010599777143880e-02
4.986572265625000e+01,1.387392092287712e-01,-4.324587842421953e-02,5.510001267130666e-02
4.985351562500000e+01,3.938973981672720e-02,-2.915364894707593e-02,5.500225137945523e-02
4.984130859375000e+01,2.847151878835748e-02,6.935111179806787e-02,5.131085545926653e-02
4.982910156250000e+01,1.014319177544356e-02,-6.270741451535131e-03,5.021116763314127e-02
4.981689453125000e+01,1.187256575255697e-02,-6.168874062608305e-02,6.224641442981468e-02
4.980468750000000e+01,6.112007869410089e-02,2.984741152342658e-03,6.452264902116832e-02
4.979248046875000e+01,1.689984274372979e-01,1.615594748512872e-02,5.804492962375132e-02
4.978027343750000e+01,1.540688097995155e-01,-7.016309744576352e-03,5.774133542468214e-02
4.976806640625000e+01,1.701859126909629e-01,-5.473365508836462e-02,6.004609893935232e-02
4.975585937500000e+01,9.667780364727617e-02,-5.276244051227590e-02,6.772884297547384e-02
4.974365234375000e+01,6.662855120749617e-02,-1.005552082753841e-01,6.285083507546961e-02
4.973144531250000e+01,6.220449052056820e-02,-1.043768126190622e-01,6.200691616100500e-02
4.971923828125000e+01,7.710565015651374e-02,6.866085236527766e-02,6.392872337085653e-02
4.970703125000000e+01,2.041040631336996e-02,4.152270559927488e-02,6.600121216455200e-02
4.969482421875000e+01,-1.427605534366514e-02,2.274082770751413e-02,5.834955535494177e-02
4.968261718750000e+01,1.338134766227228e-02,1.083279052206930e-01,6.462939019534304e-02
4.967041015625000e+01,-2.261239343706794e-02,7.391963591152708e-02,6.695821762321570e-02
4.965820312500000e+01,-8.519699153828244e-02,-4.226444382629389e-02,6.535735771125541e-02
